,name,current_capacity,total_capacity,percent_capacity,date_time
20,East Fitness (Strength Equipment),25.0,300.0,9.0,1636031106.5728512
21,Olympic Lifting Room ,0.0,50.0,0.0,1636031106.5728512
22,MP4 (Table Tennis),0.0,300.0,0.0,1636031106.5728512
23,MP3 (Strength Equipment),0.0,100.0,0.0,1636031106.5728512
24,Colby (Cardio),2.0,300.0,1.0,1636031106.5728512
25,Colby (Strength),47.0,300.0,16.0,1636031106.5728512
26,Lower Gym (Badminton & Pickleball),2.0,300.0,1.0,1636031106.5728512
27,TREC,,,,1636031106.5728512
0,Upper Track (4th Floor),0.0,100.0,0.0,1636034707.3692424
1,Faculty/Staff Workout Area ,1.0,50.0,2.0,1636034707.3692424
2,Upper Fitness ,8.0,100.0,8.0,1636034707.3692424
3,Upper Gym,0.0,100.0,0.0,1636034707.3692424
4,MAC Court (Cardio),0.0,100.0,0.0,1636034707.3692424
5,MAC (badminton),0.0,50.0,0.0,1636034707.3692424
6,West Mezzanine (3rd Floor),0.0,100.0,0.0,1636034707.3692424
7,Atrium Track (3rd Floor),2.0,100.0,2.0,1636034707.3692424
8,East Mezzanine (3rd Floor),1.0,100.0,1.0,1636034707.3692424
9,Mindfulness Room ,0.0,50.0,0.0,1636034707.3692424
10,Racquetball/Squash Courts ,0.0,200.0,0.0,1636034707.3692424
11,Fitness Pavilion (strength),2.0,100.0,2.0,1636034707.3692424
12,Fitness Pavilion (cardio),8.0,100.0,8.0,1636034707.3692424
13,Fitness Loft,5.0,100.0,5.0,1636034707.3692424
14,Feature Gym,,,,1636034707.3692424
15,B&G Gym 1-3,,,,1636034707.3692424
16,B&G Gym 4-6,0.0,300.0,0.0,1636034707.3692424
17,Scifres ,14.0,200.0,8.0,1636034707.3692424
18,Climbing Wall ,,,,1636034707.3692424
19,Bouldering Wall,1.0,20.0,5.0,1636034707.3692424
20,East Fitness (Strength Equipment),32.0,300.0,11.0,1636034707.3692424
21,Olympic Lifting Room ,2.0,50.0,4.0,1636034707.3692424
22,MP4 (Table Tennis),0.0,300.0,0.0,1636034707.3692424
23,MP3 (Strength Equipment),0.0,100.0,0.0,1636034707.3692424
24,Colby (Cardio),1.0,300.0,1.0,1636034707.3692424
25,Colby (Strength),49.0,300.0,17.0,1636034707.3692424
26,Lower Gym (Badminton & Pickleball),4.0,300.0,2.0,1636034707.3692424
27,TREC,,,,1636034707.3692424
0,Upper Track (4th Floor),0.0,100.0,0.0,1636038307.0155952
1,Faculty/Staff Workout Area ,1.0,50.0,2.0,1636038307.0155952
2,Upper Fitness ,10.0,100.0,10.0,1636038307.0155952
3,Upper Gym,4.0,100.0,4.0,1636038307.0155952
4,MAC Court (Cardio),1.0,100.0,1.0,1636038307.0155952
5,MAC (badminton),0.0,50.0,0.0,1636038307.0155952
6,West Mezzanine (3rd Floor),3.0,100.0,3.0,1636038307.0155952
7,Atrium Track (3rd Floor),2.0,100.0,2.0,1636038307.0155952
8,East Mezzanine (3rd Floor),1.0,100.0,1.0,1636038307.0155952
9,Mindfulness Room ,0.0,50.0,0.0,1636038307.0155952
10,Racquetball/Squash Courts ,2.0,200.0,1.0,1636038307.0155952
11,Fitness Pavilion (strength),13.0,100.0,13.0,1636038307.0155952
12,Fitness Pavilion (cardio),5.0,100.0,5.0,1636038307.0155952
13,Fitness Loft,6.0,100.0,6.0,1636038307.0155952
14,Feature Gym,,,,1636038307.0155952
15,B&G Gym 1-3,,,,1636038307.0155952
16,B&G Gym 4-6,1.0,300.0,1.0,1636038307.0155952
17,Scifres ,17.0,200.0,9.0,1636038307.0155952
18,Climbing Wall ,,,,1636038307.0155952
19,Bouldering Wall,1.0,20.0,5.0,1636038307.0155952
20,East Fitness (Strength Equipment),24.0,300.0,8.0,1636038307.0155952
21,Olympic Lifting Room ,1.0,50.0,2.0,1636038307.0155952
22,MP4 (Table Tennis),0.0,300.0,0.0,1636038307.0155952
23,MP3 (Strength Equipment),6.0,100.0,6.0,1636038307.0155952
24,Colby (Cardio),5.0,300.0,2.0,1636038307.0155952
25,Colby (Strength),60.0,300.0,20.0,1636038307.0155952
26,Lower Gym (Badminton & Pickleball),5.0,300.0,2.0,1636038307.0155952
27,TREC,,,,1636038307.0155952
0,Upper Track (4th Floor),0.0,100.0,0.0,1636041907.0651302
1,Faculty/Staff Workout Area ,2.0,50.0,4.0,1636041907.0651302
2,Upper Fitness ,7.0,100.0,8.0,1636041907.0651302
3,Upper Gym,0.0,100.0,0.0,1636041907.0651302
4,MAC Court (Cardio),0.0,100.0,0.0,1636041907.0651302
5,MAC (badminton),0.0,50.0,0.0,1636041907.0651302
6,West Mezzanine (3rd Floor),1.0,100.0,1.0,1636041907.0651302
7,Atrium Track (3rd Floor),0.0,100.0,0.0,1636041907.0651302
8,East Mezzanine (3rd Floor),1.0,100.0,1.0,1636041907.0651302
9,Mindfulness Room ,0.0,50.0,0.0,1636041907.0651302
10,Racquetball/Squash Courts ,2.0,200.0,1.0,1636041907.0651302
11,Fitness Pavilion (strength),8.0,100.0,8.0,1636041907.0651302
12,Fitness Pavilion (cardio),3.0,100.0,3.0,1636041907.0651302
13,Fitness Loft,10.0,100.0,10.0,1636041907.0651302
14,Feature Gym,,,,1636041907.0651302
15,B&G Gym 1-3,,,,1636041907.0651302
16,B&G Gym 4-6,7.0,300.0,3.0,1636041907.0651302
17,Scifres ,15.0,200.0,8.0,1636041907.0651302
18,Climbing Wall ,,,,1636041907.0651302
19,Bouldering Wall,0.0,20.0,0.0,1636041907.0651302
20,East Fitness (Strength Equipment),33.0,300.0,11.0,1636041907.0651302
21,Olympic Lifting Room ,4.0,50.0,8.0,1636041907.0651302
22,MP4 (Table Tennis),0.0,300.0,0.0,1636041907.0651302
